lemma,pos,count,is_stopword,is_proper_noun
wireless,ADJ,1,0,0
tickle,VERB,1,0,0
musical,ADJ,1,0,0
instrument,NOUN,1,0,0
Athens,PROPN,1,0,1
Pericles,PROPN,1,0,1
Mary,PROPN,1,0,1
phoenician,ADJ,1,0,0
trireme,NOUN,1,0,0
Keats,PROPN,1,0,1
puff,NOUN,1,0,0
mellow,ADJ,1,0,0
soothe,VERB,1,0,0
olive,NOUN,1,0,0
peacock,NOUN,1,0,0
arena,NOUN,1,0,0
trident,NOUN,1,0,0
wing,VERB,1,0,0
galley,NOUN,1,0,0
general,NOUN,1,0,0
armour,NOUN,1,0,0
shield,NOUN,1,0,0
advantage,NOUN,1,0,0
maidish,NOUN,1,0,0
veiled,ADJ,1,0,0
rhyme,NOUN,1,0,0
roman,ADJ,1,0,0
Ashtaroth,PROPN,1,0,1
curl,VERB,1,0,0
Porreous,PROPN,1,0,1
lanky,ADJ,1,0,0
graceful,ADJ,1,0,0
bloody,VERB,1,0,0
pose,NOUN,1,0,0
mere,ADJ,1,0,0
adventurer,NOUN,1,0,0
Ephemeral,PROPN,1,0,1
purely,ADV,1,0,0
ephemeral,ADJ,1,0,0
ephemeral,PROPN,1,0,1
crucify,VERB,1,0,0
saying,NOUN,1,0,0
Crete,PROPN,1,0,1
Mycenae,PROPN,1,0,1
tyrant,NOUN,1,0,0
middle,ADV,1,0,0
driver,NOUN,1,0,0
collapse,VERB,1,0,0
pore,NOUN,1,0,0
siege,NOUN,1,0,0
Troy,PROPN,1,0,1
cultivate,VERB,1,0,0
study,NOUN,1,0,0
tag,NOUN,1,0,0
Keat,PROPN,1,0,1
Ode,PROPN,1,0,1
Nightingale,PROPN,1,0,1
skylark,NOUN,1,0,0
concerned,ADJ,1,0,0
aloud,ADV,1,0,0
lounging,NOUN,1,0,0
rise,NOUN,1,0,0
music,NOUN,1,0,0
eddy,NOUN,1,0,0
bookshelf,NOUN,1,0,0
casement,NOUN,1,0,0
arbitrary,ADJ,1,0,0
Wonderfully,PROPN,1,0,1
forwards,ADV,1,0,0
fainter,NOUN,1,0,0
russo,ADJ,1,0,0
japanese,ADJ,1,0,0
defend,VERB,1,0,0
Marquess,PROPN,1,0,1
Queensbury,PROPN,1,0,1
paralysed,ADJ,1,0,0
gorilla,NOUN,1,0,0
shivery,NOUN,1,0,0
hump,NOUN,1,0,0
gloom,NOUN,1,0,0
cheery,ADJ,1,0,0
stress,NOUN,1,0,0
bonus,NOUN,1,0,0
uninsured,ADJ,1,0,0
switchbacke,VERB,1,0,0
Pale,PROPN,1,0,1
stirring,NOUN,1,0,0
scatter,VERB,1,0,0
melt,VERB,1,0,0
clayey,NOUN,1,0,0
soil,NOUN,1,0,0
mudguard,NOUN,1,0,0
model,NOUN,1,0,0
biggish,ADJ,1,0,0
mileage,NOUN,1,0,0
bonnet,NOUN,1,0,0
Austrian,PROPN,1,0,1
Empire,PROPN,1,0,1
vibrate,VERB,1,0,0
motion,NOUN,1,0,0
wobble,ADJ,1,0,0
hawaiian,ADJ,1,0,0
balmy,ADJ,1,0,0
tramp,NOUN,1,0,0
remain,NOUN,1,0,0
wisp,NOUN,1,0,0
slop,VERB,1,0,0
sharply,ADV,1,0,0
lark,ADJ,1,0,0
unusual,ADJ,1,0,0
seasonal,ADJ,1,0,0
gland,NOUN,1,0,0
bud,NOUN,1,0,0
still,ADJ,1,1,0
vibration,NOUN,1,0,0
haunch,NOUN,1,0,0
crinkly,ADV,1,0,0
Wife,PROPN,1,0,1
dental,ADJ,1,0,0
unsuccessful,ADJ,1,0,0
Newts,PROPN,1,0,1
caddi,NOUN,1,0,0
microscope,NOUN,1,0,0
wonder,NOUN,1,0,0
soppy,ADJ,1,0,0
humanity,NOUN,1,0,0
Calm,PROPN,1,0,1
seep,NOUN,1,0,0
foolery,NOUN,1,0,0
whizz,VERB,1,0,0
diving,VERB,1,0,0
Bren,PROPN,1,0,1
beforehand,ADV,1,1,0
personally,ADV,1,0,0
political,ADJ,1,0,0
cosh,VERB,1,0,0
policeman,NOUN,1,0,0
intellectually,ADV,1,0,0
absence,NOUN,1,0,0
inventory,NOUN,1,0,0
public,NOUN,1,0,0
snigger,VERB,1,0,0
crank,VERB,1,0,0
starter,NOUN,1,0,0
jam,VERB,1,0,0
gear,NOUN,1,0,0
desert,VERB,1,0,0
comfortable,ADJ,1,0,0
incurable,ADJ,1,0,0
flying,NOUN,1,0,0
rumpus,NOUN,1,0,0
purchase,NOUN,1,0,0
quietness,NOUN,1,0,0
sluggish,ADJ,1,0,0
sage,NOUN,1,0,0
ancient,ADJ,1,0,0
hermit,NOUN,1,0,0
cave,NOUN,1,0,0
cesspool,NOUN,1,0,0
vital,ADJ,1,0,0
scramble,NOUN,1,0,0
din,NOUN,1,0,0
marrow,NOUN,1,0,0
gulp,NOUN,1,0,0
seaweed,NOUN,1,0,0
maximum,ADJ,1,0,0
jug,NOUN,1,0,0
expense,NOUN,1,0,0
seaside,NOUN,1,0,0
Trust,PROPN,1,0,1
obstinate,NOUN,1,0,0
perseverance,NOUN,1,0,0
careless,ADJ,1,0,0
brush,VERB,1,0,0
waistcoat,NOUN,1,0,0
after,NOUN,1,1,0
nag,VERB,1,0,0
queer,VERB,1,0,0
heavyweight,ADJ,1,0,0
championship,NOUN,1,0,0
improbable,ADJ,1,0,0
rent,VERB,1,0,0
seventeenth,NOUN,1,0,0
shipshape,NOUN,1,0,0
watertight,NOUN,1,0,0
Family,PROPN,1,0,1
address,NOUN,1,0,0
Saunders,PROPN,1,0,1
Glisso,PROPN,1,0,1
Floor,PROPN,1,0,1
Polish,PROPN,1,0,1
confidence,NOUN,1,0,0
eighteenth,NOUN,1,0,0
wink,NOUN,1,0,0
breaking,NOUN,1,0,0
breeze,NOUN,1,0,0
blowing,NOUN,1,0,0
flock,NOUN,1,0,0
attract,VERB,1,0,0
Weaver,PROPN,1,0,1
insure,VERB,1,0,0
undulate,VERB,1,0,0
silky,NOUN,1,0,0
boundary,NOUN,1,0,0
route,NOUN,1,0,0
nearer,VERB,1,0,0
crossroad,NOUN,1,0,0
succumb,VERB,1,0,0
Barclay,PROPN,1,0,1
tempt,VERB,1,0,0
klaxon,NOUN,1,0,0
forbidden,ADJ,1,0,0
strictly,ADV,1,0,0
approve,VERB,1,0,0
tag,VERB,1,0,0
vindictive,ADJ,1,0,0
rear,NOUN,1,0,0
rind,NOUN,1,0,0
Rolls,PROPN,1,0,1
Royces,PROPN,1,0,1
Hispano,PROPN,1,0,1
Suizas,PROPN,1,0,1
pen,NOUN,1,0,0
pusher,NOUN,1,0,0
wheeling,NOUN,1,0,0
pram,NOUN,1,0,0
mowing,NOUN,1,0,0
chug,VERB,1,0,0
Austin,PROPN,1,0,1
Sevens,PROPN,1,0,1
saver,NOUN,1,0,0
nosey,NOUN,1,0,0
Parkers,PROPN,1,0,1
rule,VERB,1,0,0
Secretary,PROPN,1,0,1
Scotland,PROPN,1,0,1
Yard,PROPN,1,0,1
League,PROPN,1,0,1
Beaverbrook,PROPN,1,0,1
tandem,NOUN,1,0,0
bench,NOUN,1,0,0
Bishops,PROPN,1,0,1
Mussolini,PROPN,1,0,1
Pope,PROPN,1,0,1
peep,NOUN,1,0,0
dwindle,VERB,1,0,0
IV,PROPN,1,0,1
steep,ADJ,1,0,0
accurate,ADJ,1,0,0
lichen,PROPN,1,0,1
tarmac,NOUN,1,0,0
macadam,NOUN,1,0,0
bumpy,ADJ,1,0,0
hedgerow,NOUN,1,0,0
eave,NOUN,1,0,0
pergola,NOUN,1,0,0
dot,VERB,1,0,0
entrance,NOUN,1,0,0
kennel,NOUN,1,0,0
PEDIGREE,PROPN,1,0,1
sealyham,VERB,1,0,0
pups,NOUN,1,0,0
DOGS,PROPN,1,0,1
BOARDED,PROPN,1,0,1
anemone,NOUN,1,0,0
declutch,VERB,1,0,0
trod,NOUN,1,0,0
i,NOUN,1,1,0
demolish,VERB,1,0,0
manufacturing,NOUN,1,0,0
Gosh,PROPN,1,0,1
chief,NOUN,1,0,0
tower,NOUN,1,0,0
brand,NOUN,1,0,0
flow,VERB,1,0,0
guess,NOUN,1,0,0
concrete,NOUN,1,0,0
seemingly,ADV,1,0,0
clutch,NOUN,1,0,0
lych,NOUN,1,0,0
unhomelike,NOUN,1,0,0
rough,ADJ,1,0,0
sod,NOUN,1,0,0
angel,NOUN,1,0,0
Blackett,PROPN,1,0,1
plumb,NOUN,1,0,0
vault,NOUN,1,0,0
seal,VERB,1,0,0
queer,ADV,1,0,0
Rodgers,PROPN,1,0,1
grubby,ADJ,1,0,0
scrap,NOUN,1,0,0
larkspur,NOUN,1,0,0
snotty,ADJ,1,0,0
crowd,VERB,1,0,0
adjust,NOUN,1,0,0
halt,VERB,1,0,0
annihilate,VERB,1,0,0
hereabouts,ADJ,1,0,0
dingy,ADJ,1,0,0
Beg,PROPN,1,0,1
pardon,PROPN,1,0,1
spade,NOUN,1,0,0
south,NOUN,1,0,0
distressed,ADJ,1,0,0
area,NOUN,1,0,0
Lessee,PROPN,1,0,1
ole,ADJ,1,0,0
Miles,PROPN,1,0,1
cinemas,PROPN,1,0,1
bronze,NOUN,1,0,0
memorial,NOUN,1,0,0
newness,NOUN,1,0,0
balloon,NOUN,1,0,0
Hayes,PROPN,1,0,1
Slough,PROPN,1,0,1
chilliness,NOUN,1,0,0
Todd,PROPN,1,0,1
dormer,ADJ,1,0,0
apparently,ADV,1,0,0
extent,NOUN,1,0,0
riverside,NOUN,1,0,0
crude,ADJ,1,0,0
signature,NOUN,1,0,0
artistic,ADV,1,0,0
pansy,NOUN,1,0,0
cobbled,ADJ,1,0,0
enlarge,VERB,1,0,0
concrete,VERB,1,0,0
had,VERB,1,1,0
stab,NOUN,1,0,0
ichabod,ADJ,1,0,0
trilby,PROPN,1,0,1
sunny,ADJ,1,0,0
consequential,ADJ,1,0,0
lamb,PROPN,1,0,1
treat,NOUN,1,0,0
ninety,NUM,1,0,0
Stilton,PROPN,1,0,1
hunt,VERB,1,0,0
hanging,NOUN,1,0,0
dimly,ADV,1,0,0
hollow,VERB,1,0,0
flag,NOUN,1,0,0
frizzed,ADJ,1,0,0
pause,VERB,1,0,0
painful,ADJ,1,0,0
bowling,NOUN,1,0,0
a,NOUN,1,1,0
W,PROPN,1,0,1
response,NOUN,1,0,0
register,VERB,1,0,0
bronzy,NOUN,1,0,0
Tel,PROPN,1,0,1
el,PROPN,1,0,1
Kebir,PROPN,1,0,1
medieval,ADJ,1,0,0
inglenook,NOUN,1,0,0
panelling,NOUN,1,0,0
waiter,NOUN,1,0,0
lamb,NOUN,1,0,0
belch,VERB,1,0,0
lunch,VERB,1,0,0
plan,NOUN,1,0,0
hobnail,NOUN,1,0,0
grate,VERB,1,0,0
dumple,VERB,1,0,0
expensiveness,NOUN,1,0,0
blot,VERB,1,0,0
motorcar,NOUN,1,0,0
medieval,NOUN,1,0,0
top,VERB,1,0,0
scrape,VERB,1,0,0
almondy,NOUN,1,0,0
WENDY,PROPN,1,0,1
TEASHOP,PROPN,1,0,1
MORNING,PROPN,1,0,1
COFFEE,PROPN,1,0,1
HOME,PROPN,1,0,1
cakes,NOUN,1,0,0
walnut,NOUN,1,0,0
pave,VERB,1,0,0
rustic,ADJ,1,0,0
hydrangea,NOUN,1,0,0
antique,ADJ,1,0,0
chandelier,NOUN,1,0,0
arty,PROPN,1,0,1
antiqueness,NOUN,1,0,0
simultaneously,ADV,1,0,0
frigid,ADJ,1,0,0
chat,NOUN,1,0,0
Corn,PROPN,1,0,1
Seed,PROPN,1,0,1
Merchant,PROPN,1,0,1
brim,NOUN,1,0,0
scythe,VERB,1,0,0
folk,NOUN,1,0,0
gravitt,VERB,1,0,0
depart,VERB,1,0,0
veal,NOUN,1,0,0
ham,NOUN,1,0,0
rail,VERB,1,0,0
batch,NOUN,1,0,0
coachman,NOUN,1,0,0
aunt,NOUN,1,0,0
level,VERB,1,0,0
bedstead,NOUN,1,0,0
moustache,PROPN,1,0,1
underground,ADJ,1,0,0
cease,VERB,1,0,0
sweetish,NOUN,1,0,0
sihon,NOUN,1,0,0
worn,ADJ,1,0,0
epitaph,NOUN,1,0,0
readable,ADJ,1,0,0
pattern,NOUN,1,0,0
sermon,PROPN,1,0,1
fon,VERB,1,0,0
Gent,PROPN,1,0,1
parif,PROPN,1,0,1
h,PROPN,1,0,1
juft,PROPN,1,0,1
upright,PROPN,1,0,1
manifold,ADJ,1,0,0
bene,NOUN,1,0,0
volence,NOUN,1,0,0
diligent,NOUN,1,0,0
beloved,ADJ,1,0,0
Amelia,PROPN,1,0,1
iffue,PROPN,1,0,1
feven,VERB,1,0,0
S,PROPN,1,0,1
used,ADJ,1,1,0
pronounce,VERB,1,0,0
s,NOUN,1,0,0
F,PROPN,1,0,1
cassock,NOUN,1,0,0
vicar,ADJ,1,0,0
thereabout,NOUN,1,0,0
tripper,NOUN,1,0,0
sightseeing,NOUN,1,0,0
architecture,NOUN,1,0,0
remarkable,ADJ,1,0,0
foundation,NOUN,1,0,0
Saxon,PROPN,1,0,1
doddering,ADJ,1,0,0
Norman,PROPN,1,0,1
vestry,NOUN,1,0,0
effigy,NOUN,1,0,0
Roderick,PROPN,1,0,1
Bone,PROPN,1,0,1
Battle,PROPN,1,0,1
Newbury,PROPN,1,0,1
whip,VERB,1,0,0
gallery,NOUN,1,0,0
sermon,NOUN,1,0,0
lily,NOUN,1,0,0
mumble,ADJ,1,0,0
decently,ADV,1,0,0
Expenses,PROPN,1,0,1
frightened,VERB,1,0,0
streaky,ADJ,1,0,0
wreck,NOUN,1,0,0
dodderer,NOUN,1,0,0
healthy,ADJ,1,0,0
churchyard,ADJ,1,0,0
momentary,ADJ,1,0,0
hostile,ADJ,1,0,0
remote,ADJ,1,0,0
Sporting,PROPN,1,0,1
Dramatic,PROPN,1,0,1
toniest,NOUN,1,0,0
second,ADV,1,0,0
hopelessly,ADV,1,0,0
dye,VERB,1,0,0
hockey,NOUN,1,0,0
chalky,ADJ,1,0,0
gorn,VERB,1,0,0
ere,ADJ,1,0,0
friendly,ADJ,1,0,0
fivish,NOUN,1,0,0
compartment,NOUN,1,0,0
sepulchral,ADJ,1,0,0
dessay,VERB,1,0,0
Stockings,PROPN,1,0,1
combine,VERB,1,0,0
military,ADJ,1,0,0
aerodrome,NOUN,1,0,0
reckon,VERB,1,0,0
creep,NOUN,1,0,0
Warden,PROPN,1,0,1
shelter,NOUN,1,0,0
Town,PROPN,1,0,1
subject,NOUN,1,0,0
saucy,NOUN,1,0,0
suck,NOUN,1,0,0
sulphurous,ADJ,1,0,0
thermite,NOUN,1,0,0
Ouse,PROPN,1,0,1
Memorial,PROPN,1,0,1
sanatorium,NOUN,1,0,0
reely,ADV,1,0,0
Mental,PROPN,1,0,1
creak,VERB,1,0,0
slant,VERB,1,0,0
clerkly,ADV,1,0,0
dispatch,NOUN,1,0,0
Tube,PROPN,1,0,1
schoolkid,NOUN,1,0,0
straggle,VERB,1,0,0
three,NOUN,1,0,0
crasher,NOUN,1,0,0
I,PROPN,1,1,1
haddock,NOUN,1,0,0
grill,VERB,1,0,0
kidney,NOUN,1,0,0
toast,NOUN,1,0,0
breakfast,VERB,1,0,0
haunt,VERB,1,0,0
magic,NOUN,1,0,0
column,NOUN,1,0,0
quite,ADJ,1,1,0
military,NOUN,1,0,0
alongside,ADV,1,0,0
briton,NOUN,1,0,0
prepare,VERB,1,0,0
doorstep,NOUN,1,0,0
Kind,PROPN,1,0,1
kippered,ADJ,1,0,0
Girl,PROPN,1,0,1
Guide,PROPN,1,0,1
detachment,NOUN,1,0,0
hostel,NOUN,1,0,0
whatnot,ADV,1,0,0
Sam,PROPN,1,0,1
Browne,PROPN,1,0,1
Monica,PROPN,1,0,1
rear,ADJ,1,0,0
dunno,VERB,1,0,0
shower,NOUN,1,0,0
queerer,NOUN,1,0,0
hallucination,NOUN,1,0,0
wavy,ADJ,1,0,0
waterweed,NOUN,1,0,0
cuttlefish,PROPN,1,0,1
Cumberledge,PROPN,1,0,1
volcanic,ADJ,1,0,0
eruption,NOUN,1,0,0
cube,NOUN,1,0,0
asphalt,NOUN,1,0,0
makeshift,ADJ,1,0,0
thistle,NOUN,1,0,0
centre,NOUN,1,0,0
Lillywhite,PROPN,1,0,1
bricke,VERB,1,0,0
International,PROPN,1,0,1
skinflint,NOUN,1,0,0
going,NOUN,1,0,0
dimension,NOUN,1,0,0
drug,NOUN,1,0,0
ironmongery,NOUN,1,0,0
groan,VERB,1,0,0
obliterate,VERB,1,0,0
dearer,NOUN,1,0,0
shopman,NOUN,1,0,0
mince,VERB,1,0,0
debate,VERB,1,0,0
parallel,ADJ,1,0,0
bungalow,NOUN,1,0,0
spring,VERB,1,0,0
bend,NOUN,1,0,0
lock,NOUN,1,0,0
bargeman,NOUN,1,0,0
mooch,VERB,1,0,0
heron,NOUN,1,0,0
cram,VERB,1,0,0
rowing,NOUN,1,0,0
punt,NOUN,1,0,0
launch,NOUN,1,0,0
aboard,ADV,1,0,0
wash,NOUN,1,0,0
choppy,ADJ,1,0,0
creation,NOUN,1,0,0
luminous,ADJ,1,0,0
cruising,NOUN,1,0,0
alien,NOUN,1,0,0
lark,VERB,1,0,0
bottom,VERB,1,0,0
Navy,PROPN,1,0,1
please,NOUN,1,1,0
ME,PROPN,1,1,1
clicking,NOUN,1,0,0
typewritten,ADJ,1,0,0
possessor,NOUN,1,0,0
gift,NOUN,1,0,0
excessive,ADJ,1,0,0
modesty,NOUN,1,0,0
reward,NOUN,1,0,0
underrate,VERB,1,0,0
ability,NOUN,1,0,0
affectionate,VERB,1,0,0
loyal,ADJ,1,0,0
attractive,ADJ,1,0,0
fault,NOUN,1,0,0
generosity,NOUN,1,0,0
Persevere,PROPN,1,0,1
precaution,NOUN,1,0,0
cautiously,ADV,1,0,0
examine,VERB,1,0,0
tallish,ADJ,1,0,0
fattish,ADJ,1,0,0
slut,NOUN,1,0,0
postcard,NOUN,1,0,0
decorator,NOUN,1,0,0
fitting,NOUN,1,0,0
elsie,NOUN,1,0,0
swam,VERB,1,0,0
ballstop,NOUN,1,0,0
porcelain,NOUN,1,0,0
exercise,VERB,1,0,0
scientific,ADJ,1,0,0
frightening,ADJ,1,0,0
milky,ADJ,1,0,0
shamble,VERB,1,0,0
twisted,ADJ,1,0,0
shapeless,ADJ,1,0,0
Confectioner,PROPN,1,0,1
Tobacconist,PROPN,1,0,1
mangy,ADJ,1,0,0
flyblown,NOUN,1,0,0
rack,NOUN,1,0,0
underhung,ADJ,1,0,0
pouch,NOUN,1,0,0
uninteresting,NOUN,1,0,0
likeliest,NOUN,1,0,0
devene,VERB,1,0,0
listless,ADJ,1,0,0
flatly,ADV,1,0,0
lemme,PROPN,1,0,1
see,PROPN,1,1,1
cardboard,NOUN,1,0,0
Amber,PROPN,1,0,1
orge,NOUN,1,0,0
ur,VERB,1,0,0
orge,ADV,1,0,0
ju,PROPN,1,0,1
stoutish,ADJ,1,0,0
soupstrainer,ADJ,1,0,0
interrupt,VERB,1,0,0
poke,VERB,1,0,0
search,NOUN,1,0,0
accumulate,VERB,1,0,0
poking,NOUN,1,0,0
shuffle,VERB,1,0,0
desolate,ADJ,1,0,0
conceive,VERB,1,0,0
many,DET,1,1,0
mangle,NOUN,1,0,0
muddle,VERB,1,0,0
moustache,VERB,1,0,0
respect,VERB,1,0,0
lamented,ADJ,1,0,0
court,NOUN,1,0,0
amber,PROPN,1,0,1
vulcanite,ADJ,1,0,0
ere,PROPN,1,0,1
alf,VERB,1,0,0
fuss,VERB,1,0,0
fourth,ADJ,1,0,0
sulky,ADJ,1,0,0
damn,ADV,1,0,0
Staffordshire,PROPN,1,0,1
Guinness,PROPN,1,0,1
both,ADV,1,1,0
taxi,NOUN,1,0,0
continuously,ADV,1,0,0
fro,NOUN,1,0,0
conquering,NOUN,1,0,0
ruin,NOUN,1,0,0
gravy,NOUN,1,0,0
picturesqueness,NOUN,1,0,0
sham,PROPN,1,0,1
countrifie,VERB,1,0,0
dish,NOUN,1,0,0
sick,NOUN,1,0,0
antique,NOUN,1,0,0
playing,NOUN,1,0,0
cruise,VERB,1,0,0
oak,VERB,1,0,0
undergrowth,NOUN,1,0,0
penetrate,VERB,1,0,0
Queerer,PROPN,1,0,1
detour,NOUN,1,0,0
rustle,VERB,1,0,0
spike,NOUN,1,0,0
Gravel,PROPN,1,0,1
lawn,NOUN,1,0,0
aimless,ADV,1,0,0
extraordinarily,ADV,1,0,0
Round,PROPN,1,0,1
Pond,PROPN,1,0,1
Kensington,PROPN,1,0,1
Gardens,PROPN,1,0,1
UPPER,PROPN,1,0,1
BINFIELD,PROPN,1,0,1
MODEL,PROPN,1,0,1
YACHT,PROPN,1,0,1
CLUB,PROPN,1,0,1
tropical,ADJ,1,0,0
sham,ADJ,1,0,0
swarm,NOUN,1,0,0
oldish,ADJ,1,0,0
tuft,NOUN,1,0,0
sunburnt,ADJ,1,0,0
short,NOUN,1,0,0
sandal,NOUN,1,0,0
celanese,ADJ,1,0,0
twinkled,ADJ,1,0,0
health,NOUN,1,0,0
scout,NOUN,1,0,0
grown,ADJ,1,0,0
pride,VERB,1,0,0
hee,NOUN,1,0,0
design,VERB,1,0,0
midst,NOUN,1,0,0
satanic,ADJ,1,0,0
chuckle,NOUN,1,0,0
Elizabethan,PROPN,1,0,1
nudist,ADJ,1,0,0
determined,ADJ,1,0,0
enrich,VERB,1,0,0
